GCF	BGC Name	Organism	BGC Class	product	description
GCF286	BGC0002040	Streptomyces kaniharaensis	NA	unknown	Streptomyces kaniharaensis strain ATCC 21070 putative quercetin 2,3-dioxygenase PA1205 (orf-1), phosphofructokinase (cof1), oxidoreductase (cof2), SAICAR synthetase (cof3), FMN reductase (NADPH) (cof4), phthalate 4,5-dioxygenase (cof5), beta-ribofuranosylaminobenzene 5'-phosphate synthase (cof6), adenylosuccinate lyase (cof7), fumarate reductase/succinate dehydrogenase (cof8), glycine/D-amino acid oxidase (cof9), amidohydrolase (cof10), NUDIX hydrolase (cof11), S9 family peptidase (cof12), phosphoribosylglycinamide synthetase (cof13), saccharopine dehydrogenase (cof14), L-lysine N6-monooxygenase (cof15), methionine-tRNA ligase (cof16), aminotransferase (cof17), RNA polymerase, sigma-24 subunit, RpoE, ECF subfamily (cof18), phosphoglycerate dehydrogenase (cof19), adenylosuccinate synthetase (cof20), AICAR transformylase (cof21), putative monooxygenase (cof22), putative monooxygenase (cof23), MFS transporter (cof24), metal dependent phosphohydrolase (cof25), GntR family transcriptional regulator (cof26), SAICAR synthetase (cof27), short chain dehydrognase (cof28), hypothetical protein (cof29), hydrolase (cof30), and Golgi apparatus membrane protein TVP18 (orf1) genes, complete cds
GCF252	BGC0000864	Moritella marina ATCC 15381	PKS	PUFA.T1PKS.hglE-KS	Moritella marina genes, complete cds, similar to eicosapentaenoic acid synthesis gene cluster
GCF250	BGC0002330	Kamptonema sp. PCC 6506	RiPP	lanthipeptide-class-ii.proteusin	Kamptonema sp. PCC 6506 landornamide biosynthetic gene cluster, complete sequence
GCF245	BGC0002965	Amycolatopsis cihanbeyliensis	NA	unknown	Amycolatopsis cihanbeyliensis strain DSM 45679 Ga0197559_11, whole genome shotgun sequence
GCF97	BGC0001820	Gliocladium sp.	NRPS	NRPS	Gliocladium sp. strain XZC04-CC-302 verticillins biosynthetic gene cluster sequence
GCF119	BGC0002322	Citrobacter pasteurii	RiPP	lassopeptide	Citrobacter sp. CIP 55.13 genome assembly Citrobacter_pasteurii_55-13, contig contig_129, whole genome shotgun sequence
GCF138	BGC0000144	Streptomyces albus	PKS.other	T1PKS.butyrolactone	Streptomyces albus strain XM211 polyether ionophore salinomycin biosynthetic gene cluster, complete sequence and flanking region
GCF23	BGC0000443	Pseudomonas sp. SHC52	NRPS	NRPS	Pseudomonas sp. SHC52 hypothetical protein, HlyD family secretion protein, AraC family transcriptional regulator, putative aspartyl b-hydroxylase, putative MFS transporter, and putative transcription factor genes, complete cds; and thanamycin gene clusters, partial sequence
GCF95	BGC0001951	Cylindrospermum alatosporum CCALA 994	NRPS.PKS	NRPS.T1PKS	Cylindrospermum alatosporum CCALA 994 puwainaphycin and minutissamide lipopeptide gene cluster, complete sequence
GCF127	BGC0000978	Cylindrospermopsis raciborskii AWT205	NRPS.PKS	NRPS-like.T1PKS	Cylindrospermopsis raciborskii AWT205 cylindrospermopsin biosynthesis gene cluster, complete sequence
GCF52	BGC0000007	Aspergillus flavus	PKS	T1PKS	Aspergillus flavus isolate BN008 aflatoxin biosynthesis gene cluster, complete sequence
GCF90	BGC0000128	Pseudomonas sp. M18	PKS	T1PKS	Pseudomonas sp. M18 pyoluteorin biosynthetic and ABC transporter gene cluster, partial sequence
GCF2	BGC0001335	uncultured bacterium	other	indole	Uncultured bacterium clone AB1091 borregomycin gene cluster, partial sequence
GCF161	BGC0002072	Streptomyces sp. Mg1	PKS	T1PKS	Streptomyces sp. Mg1, complete genome
GCF183	BGC0000900	Aspergillus oryzae	NRPS	NRPS	Ferrichrome biosynthetic gene cluster of koji mold
GCF2	BGC0002482	Symphyonema bifilamentata 97.28	other	indole	Symphyonema bifilamentata 97.28 tjipanazole biosynthetic gene cluster, complete sequence
GCF279	BGC0000436	Rhizobium sp. AP16	NRPS.PKS	NRPS.T1PKS	Rhizobium sp. AP16 PMI03_contig82.82, whole genome shotgun sequence
GCF357	X00005_1.region009	Paenibacillus sp Unclassified.	RiPP	RiPP-like	Paenibacillus sp strain X00005
GCF32	BGC0002806	Pseudomonas baetica	NRPS.PKS	NRPS.transAT-PKS	Pseudomonas baetica strain a390 contig016, whole genome shotgun sequence
GCF53	BGC0001996	Aspergillus oryzae RIB40	NA	unknown	Aspergillus oryzae RIB40 DNA, chromosome 8
GCF51	BGC0000925	Pseudomonas fluorescens	NA	unknown	Pseudmonas fluorescens ATCC 17400 quinolobactin biosynthesis, excretion and uptake gene cluster, complete sequence
GCF54	BGC0002012	Streptomyces afghaniensis 772	PKS	T2PKS	Streptomyces afghaniensis 772 STAFG_scaffold1542, whole genome shotgun sequence
GCF52	BGC0000006	Aspergillus flavus	PKS	T1PKS	Aspergillus flavus isolate AF13 aflatoxin biosynthesis gene cluster, complete sequence
GCF94	BGC0001153	Paenibacillus polymyxa	NRPS	NRPS	Paenibacillus polymyxa strain PKB1 PmxA (pmxA), PmxB (pmxB), PmxC (pmxC), PmxD (pmxD), PmxE (pmxE), and hypothetical protein genes, complete cds
GCF8	BGC0002172	Fusarium graminearum PH-1	NRPS	NRPS.NRPS-like	Fusarium graminearum PH-1 chromosome 3, whole genome shotgun sequence
GCF295	X00004_1.region004	Paenibacillus sp Unclassified.	other	NI-siderophore	Paenibacillus sp strain X00004
GCF10	BGC0000421	Pseudomonas fluorescens	NRPS	NRPS	Pseudomonas fluorescens safracin biosynthesis gene cluster, complete sequence
GCF159	BGC0003145	Macrophomina phaseolina MS6	NRPS.PKS	NRPS.T1PKS	Macrophomina phaseolina MS6 contig00324, whole genome shotgun sequence
GCF23	BGC0001838	Pseudomonas putida	NRPS	NRPS	Pseudomonas putida strain RW10S2 sigma-54-dependent transcriptional regulator, acyl-COA dehydrogenase, and FMN reductase genes, complete cds; and WLIP production gene cluster 2, complete sequence
GCF2	BGC0000143	Streptomyces albus	PKS	T1PKS	Streptomyces albus strain CCM4719 salinomycin biosynthetic gene cluster, partial sequence
GCF14	BGC0002132	Methylosinus sp. LW4	RiPP	methanobactin	Methylosinus sp. LW4 MetLW4DRAFT_scaffold2.2, whole genome shotgun sequence
GCF23	BGC0002044	Massilia sp. YMA4	NRPS	NRPS	Massilia sp. YMA4 chromosome, complete genome
GCF51	BGC0001775	Cordana terrestris	other.terpene	indole.terpene	Cordana terrestris FKA-25 DNA, sespendole biosynthetic gene cluster
GCF4	X00003_1.region003	Paenibacillus sp Unclassified.	NRPS	NRPS	Paenibacillus sp strain X00003
GCF300	BGC0001498	Xenorhabdus szentirmaii DSM 16338	other	NI-siderophore	Xenorhabdus szentirmaii DSM 16338 WGS project CBXF000000000 data, contig XENSZ_2115_Contig_30, whole genome shotgun sequence
GCF12	X00003_1.region005	Paenibacillus sp Unclassified.	NRPS.PKS	NRPS.transAT-PKS-like	Paenibacillus sp strain X00003
GCF179	BGC0000996	Streptomyces sp. SPB78	NRPS.PKS	NRPS.T1PKS	Streptomyces sp. SPB78 genomic scaffold supercont1.1, whole genome shotgun sequence
GCF192	BGC0002458	Streptacidiphilus griseoplanus	NA	unknown	Streptacidiphilus griseoplanus JCM 4300 DNA, containing alazopeptin biosynthetic gene cluster 2
GCF100	BGC0001807	Streptomyces pactum	NRPS.PKS	NRPS.NRPS-like.T1PKS.T3PKS	Streptomyces pactum strain SCSIO 02999 ABC-type transport protein, transcriptional regulator, and oxidoreductase genes, complete cds; totopensamide gene cluster, complete sequence; and efflux permease and hypothetical protein genes, complete cds
GCF155	BGC0001215	Streptomyces conglobatus	NRPS.PKS	NRPS-like.T1PKS	Streptomyces conglobatus conglobatin biosynthetic gene cluster, strain ATCC 31005
GCF166	BGC0001537	Streptomyces sp. NBRC 110030	PKS	T1PKS	Streptomyces sp. NBRC 110030, whole genome shotgun sequence
GCF252	BGC0000861	Shewanella sp. BR-2	PKS	PUFA.hglE-KS	Shewanella sp. BR-2 eicosapantaenoic acid synthesis gene cluster, complete sequence
GCF244	BGC0000817	uncultured bacterium	other	indole	Uncultured bacterium clone NM343 methylarcyriarubin tryptophan dimer gene cluster, partial sequence
GCF43	BGC0001756	Arabidopsis thaliana	terpene	terpene	Arabidopsis thaliana chromosome 3
GCF314	BGC0002669	Streptomyces sp. NRRL S-87	RiPP	lanthipeptide-class-v.thioamitides	Streptomyces sp. NRRL S-87 contig3.1, whole genome shotgun sequence
GCF112	BGC0001310	Streptomyces clavuligerus	PKS	T3PKS	Streptomyces clavuligerus ATCC 27064 chromosome, whole genome shotgun sequence
GCF228	BGC0000911	Streptomyces griseus subsp. griseus NBRC 13350	other	melanin	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF168	BGC0001793	Chaetothyriaceae sp.	NRPS.PKS	NRPS-like.T1PKS	Chaetothyriaceae sp. swainsonine biosynthesis gene cluster, complete sequence
GCF242	BGC0002699	Nostoc punctiforme PCC 73102	RiPP	lanthipeptide-class-ii	Nostoc punctiforme PCC 73102 plasmid pNPUN01, complete sequence
GCF159	BGC0002197	Penicillium crustosum	NRPS.PKS	NRPS.T1PKS	Penicillium crustosum strain PRB-2 terrestric acid gene cluster, complete sequence
GCF314	BGC0000625	Streptomyces olivoviridis	RiPP	lanthipeptide-class-v.thioamitides	Streptomyces olivoviridis DNA, thioviridamide-producing gene cluster, strain: NA05001
GCF121	BGC0001645	Streptomyces sp. NRRL S-118	RiPP	lassopeptide	Streptomyces sp. NRRL S-118 P205_Doro1_scaffold34, whole genome shotgun sequence
GCF12	BGC0000327	Streptomyces ambofaciens ATCC 23877	NRPS	NRPS	Streptomyces ambofaciens ATCC 23877 right chromosomal arm
GCF39	BGC0003137	Aloe arborescens	PKS	T3PKS	Aloe arborescens octaketide synthase mRNA, complete cds
GCF90	BGC0002815	Acanthopleuribacter pedis	NRPS.PKS	NRPS.T1PKS	Acanthopleuribacter pedis strain KCTC 12899 Scaffold6_1, whole genome shotgun sequence
GCF97	BGC0000966	Actinoalloteichus sp. WH1-2216-6	NRPS.PKS	NRPS.T1PKS	Actinoalloteichus sp. WH1-2216-6 putative formate acetyltransferase gene, partial cds; 50S ribosomal protein and ubiquinone/menaquinone biosynthesis melthyltransgerase genes, complete cds; caerulomycin A biosynthetic gene cluster, complete sequence; and F420-dependent NADP oxidoreductase coenzyme gene, partial cds
GCF164	BGC0000032	Streptomyces chartreusis NRRL 3882	PKS	T1PKS	Streptomyces chartreusis pyrrole polyether antibiotic calcimycin (A23187) biosynthesis gene cluster, complete sequence
GCF157	BGC0001668	Aspergillus nidulans FGSC A4	NRPS	NRPS-like	TPA_asm: Aspergillus nidulans FGSC A4 chromosome VI
GCF176	BGC0001349	Streptomyces marincola	PKS	T1PKS	Streptomyces sp. SCSIO 03032 methyltransferase and transcriptional regulator genes, complete cds; heronamide biosynthetic gene cluster, complete sequence; and hypothetical protein and transcriptional regulator genes, complete cds
GCF3	BGC0002370	Actinomadura graeca	NRPS	NRPS	Actinomadura graeca strain 32-07 chromosome, complete genome
GCF44	BGC0000683	Streptomyces avermitilis MA-4680 = NBRC 14893	terpene	terpene	Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome
GCF32	BGC0002813	Acanthopleuribacter pedis	NRPS.PKS	NRPS.NRPS-like.transAT-PKS	Acanthopleuribacter pedis strain KCTC 12899 Scaffold3_1, whole genome shotgun sequence
GCF141	BGC0001231	Jahnella sp. MSr9139	NRPS.PKS	NRPS.T1PKS	Jahnella sp. MSr9139 microsclerodermin biosynthesis gene cluster, complete sequence
GCF195	BGC0002056	sponge metagenome	NA	unknown	Sponge metagenome isolate 1MJP3-79.12 NODE_242_length_53043_cov_9.005681, whole genome shotgun sequence
GCF2	BGC0001381	Nocardia terpenica	NRPS.PKS	NRPS-like.T1PKS	Nocardia terpenica strain IFM 0406 brasilinolide biosynthesis gene cluster, complete sequence
GCF327	BGC0002573	Streptomyces mozunensis	other	other	Streptomyces mozunensis strain MK-23 phosphoramidon gene cluster, complete sequence; and TalB (talB) gene, complete cds
GCF51	BGC0000838	Flavobacterium johnsoniae UW101	PKS.other	arylpolyene.resorcinol	Flavobacterium johnsoniae UW101, complete genome
GCF272	BGC0001680	Bradyrhizobiaceae bacterium SG-6C	NA	unknown	Bradyrhizobiaceae bacterium SG-6C contig00008, whole genome shotgun sequence
GCF119	X00007_1.region007	Paenibacillus sp Unclassified.	RiPP	lassopeptide	Paenibacillus sp strain X00007
GCF214	BGC0000065	Streptomyces galbus	PKS	PKS-like	Streptomyces galbus strain KCCM 41354 transcriptional regulator, dehydrogenase, oxidoreductase, hydrolase, DNA binding protein, and O-methyltransferase genes, complete cds; methoxymalonyl-ACP biosynthesis gene locus, complete sequence; monooxygenase, beta-ketoacyl synthases, acyltransferase, oxidoreductase, transcriptional regulator, dehydratase, transport protein, dehydratase, transcriptional regulators, lipoprotein, peptidase, fatty acid desaturase, and oxidoreductase genes, complete cds; and unknown genes
GCF54	BGC0002461	Streptomyces aureus	PKS	T2PKS	Streptomyces aureus strain SP-371 hypothetical protein genes, complete cds; tjh gene cluster, complete sequence; and hypothetical protein gene, complete cds
GCF109	BGC0001412	Bacteroides fragilis NCTC 9343	NA	unknown	Bacteroides fragilis capsular polysaccharide C biosynthesis operon, complete sequence
GCF45	BGC0002320	Penicillium rubens Wisconsin 54-1255	terpene	terpene	Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c20
GCF217	BGC0001473	Micromonospora arborensis	RiPP	azole-containing-RiPP.thioamitides	Micromonospora arborensis strain NRRL 8041 Micromonospora_arborensis_8041_contig_27, whole genome shotgun sequence
GCF301	X00008_2.region014	Paenibacillus sp Unclassified.	other	opine-like-metallophore	Paenibacillus sp strain X00008
GCF249	BGC0001867	Prochlorococcus marinus str. MIT 9313	RiPP	lanthipeptide-class-ii	Prochlorococcus marinus MIT9313 complete genome
GCF72	BGC0001331	Salinispora arenicola CNR107	NRPS.PKS	NRPS.T1PKS	Salinispora arenicola CNR107 F583DRAFT_scaffold00021.21, whole genome shotgun sequence
GCF186	X00010_1.region007	Paenibacillus sp Unclassified.	NRPS.RiPP	NRPS-like.cyclic-lactone-autoinducer	Paenibacillus sp strain X00010
GCF130	BGC0001493	Streptomyces achromogenes subsp. achromogenes	RiPP	lassopeptide	Streptomyces achromogenes subsp. achromogenes strain NRRL B-2120 contig2.1, whole genome shotgun sequence
GCF7	BGC0000465	Xenorhabdus nematophila ATCC 19061	NRPS	NRPS	Xenorhabdus nematophila ATCC 19061 chromosome, complete genome
GCF184	BGC0000686	Aspergillus fumigatus Af293	terpene	terpene	Aspergillus fumigatus Af293 chromosome 4, whole genome shotgun sequence
GCF330	X00008_2.region005	Paenibacillus sp Unclassified.	RiPP	lassopeptide	Paenibacillus sp strain X00008
GCF75	BGC0000830	uncultured bacterium	other	indole	Uncultured bacterium violacein gene cluster, complete sequence
GCF51	BGC0000127	Pseudomonas protegens Pf-5	PKS	T1PKS	Pseudomonas fluorescens strain Pf-5 pyoluteorin biosynthetic gene cluster, partial sequence
GCF92	BGC0002957	Actinoplanes awajinensis subsp. mycoplanecinus	NRPS.other	NRPS.betalactone	Actinoplanes awajinensis subsp. mycoplanecinus culture ATCC:33919 mycoplanecin biosynthetic gene cluster, complete sequence
GCF217	BGC0000948	Bacteroides fragilis NCTC 9343	NA	unknown	Bacteroides fragilis NCTC 9343, complete genome
GCF54	BGC0001384	Streptomyces sp. TK08046	PKS.saccharide	T2PKS.oligosaccharide	Streptomyces sp. TK08046 DNA, saprolmycin biosynthetic gene cluster
GCF120	BGC0000496	Streptomyces griseus subsp. griseus NBRC 13350	RiPP	lanthipeptide-class-iii	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF159	BGC0002235	Pyricularia oryzae 70-15	NRPS.PKS	NRPS.T1PKS	Magnaporthe oryzae 70-15 chromosome 2, whole genome shotgun sequence
GCF286	BGC0002436	Streptomyces citricolor	NA	unknown	Streptomyces citricolor strain JCM 5028 coformycin biosynthetic gene cluster, partial sequence
GCF256	X00002_1.region008	Paenibacillus sp Unclassified.	terpene	terpene-precursor	Paenibacillus sp strain X00002
GCF184	X00005_1.region007	Paenibacillus sp Unclassified.	terpene	terpene	Paenibacillus sp strain X00005
GCF29	BGC0001652	Streptomyces sp. ICBB 8177	NRPS	NRPS	Streptomyces sp. ICBB 8177 limazepine biosynthetic gene cluster, complete sequence
GCF81	BGC0001091	Corallococcus coralloides	NRPS.PKS	NRPS-like.PKS-like.transAT-PKS	Corallococcus coralloides strain B035 antibiotic corallopyronin A biosynthetic gene cluster, complete sequence
GCF219	BGC0001839	Aspergillus sp. Z5	terpene	terpene	Aspergillus sp. Z5 contig188_scaffold34, whole genome shotgun sequence
GCF235	BGC0000772	Brucella melitensis	NA	unknown	Brucella melitensis strain 16M lipopolysaccharide O side chain biosynthesis gene cluster, complete sequence
GCF92	BGC0000380	Sorangium cellulosum	NRPS.PKS	NRPS.T1PKS	Sorangium cellulosum strain So ce690 leupyrrin gene cluster, complete sequence
GCF147	BGC0002193	Aspergillus terreus NIH2624	NRPS	NRPS-like	Aspergillus terreus NIH2624 scaffold_13 genomic scaffold, whole genome shotgun sequence
GCF70	BGC0002676	Streptomyces anulatus	NRPS.PKS.terpene	NRPS.T1PKS.arylpolyene.terpene-precursor	Streptomyces anulatus strain VUW1 chromosome, complete genome
GCF92	BGC0001902	Myxococcus virescens	NRPS.PKS	NRPS.T1PKS	Myxococcus virescens strain ST200611 bengamide biosynthetic gene cluster, complete sequence
GCF259	BGC0001388	Lactobacillus gasseri	RiPP	RiPP-like	Lactobacillus gasseri strain EV1461 gassericin E gene cluster, partial sequence
GCF41	BGC0002393	Ricinus communis	terpene	terpene	Ricinus communis genomic scaffold scf_1106159296192, whole genome shotgun sequence
GCF3	BGC0000367	Brevibacillus brevis NBRC 100599	NRPS	NRPS	Brevibacillus brevis NBRC 100599 DNA, complete genome
GCF73	BGC0001763	Streptomyces atratus	NRPS.PKS.other	NRPS.T1PKS.indole	Streptomyces atratus DNA, ruf gene cluster for biosynthesis of rufomycin
GCF264	BGC0001170	Clostridium sporogenes ATCC 15579	RiPP	azole-containing-RiPP	Clostridium sporogenes ATCC 15579 Scfld_02_1 genomic scaffold, whole genome shotgun sequence
GCF5	BGC0000658	Streptomyces griseus subsp. griseus NBRC 13350	terpene	terpene	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF117	BGC0000671	Oryza sativa Japonica Group	terpene	terpene	Oryza sativa Japonica Group DNA, chromosome 4, complete sequence, cultivar: Nipponbare
GCF10	BGC0001214	Streptomyces drozdowiczii	NRPS	NRPS	Streptomyces drozdowiczii strain SCSIO 10141 hypothetical protein and nucleotide-binding protein genes, complete cds; marformycin biosynthesis gene cluster, complete sequence; and transposases, ATP/GTP-binding protein, and hypothetical protein genes, complete cds
GCF156	BGC0001342	Chondromyces crocatus	NRPS.PKS	NRPS.T1PKS	Chondromyces crocatus strain Cm c5 thuggacin biosynthetic gene cluster; complete sequence
GCF156	BGC0002452	Streptomyces kitasatoensis	PKS	T1PKS	Streptomyces kitasatoensis KA-6 DNA, gene cluster for leucomycin biosynthesis
GCF40	BGC0001322	Solanum lycopersicum	terpene	terpene	Solanum lycopersicum chromosome 8 terpene biosythesis gene locus, partial sequence
GCF45	BGC0002219	Stereum hirsutum FP-91666 SS1	terpene	terpene	Stereum hirsutum FP-91666 SS1 unplaced genomic scaffold STEHIscaffold_10, whole genome shotgun sequence
GCF51	BGC0002606	Aspergillus niger	NRPS.PKS	NRPS.T1PKS	Aspergillus niger culture CBS:513.88 ochratoxin A biosynthetic gene cluster, complete sequence
GCF34	BGC0000419	Amycolatopsis japonica	NRPS.PKS	NRPS.NRPS-like.T3PKS	Amycolatopsis japonica strain MG417-CF17, complete genome
GCF175	BGC0001523	Streptomyces sp. 211726	PKS	T1PKS	Streptomyces sp. 211726 azalomycin F biosynthetic gene cluster, complete sequence
